fid,OBJECTID,ParcelID,TaxYear,Address,AddrNumber,AddrPreDir,AddrStreet,AddrSuffix,AddrPosDir,AddrUntTyp,AddrUnit,Owner,OwnerAddr1,OwnerAddr2,TaxDist,TotAssess,LandAssess,ImprAssess,TotAppr,LandAppr,ImprAppr,LUCode,ClassCode,ExCode,LivUnits,LandAcres,NbrHood,Subdiv,SubdivNum,SubdivLot,SubdivBlck,FeatureID,Shape__Are,Shape__Len,__owner_un,__addr_uni,__owner_co,__addr_cou,__Owner,__OwnerAdd,__OwnerA_1
4296,1093741,07 170001525175,2020,40 GLEN ABBEY CIR,40,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,16720,16720,0,41800,41800,0,100,R3,,0,0.2693,724,,,,,07 170001525175,12004.9729,483.844762,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4297,1093743,07 170001525597,2020,45 GLEN ABBEY CIR,45,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,15200,15200,0,38000,38000,0,100,R3,,0,0.1876,724,,,,,07 170001525597,8322.442383,428.1500164,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4298,1093744,07 170001525183,2020,50 GLEN ABBEY CIR,50,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,16200,16200,0,40500,40500,0,100,R3,,0,0.2419,724,,,,,07 170001525183,10694.03442,457.5817108,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4299,1093745,07 170001525589,2020,55 GLEN ABBEY CIR,55,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,14960,14960,0,37400,37400,0,100,R3,,0,0.1744,724,,,,,07 170001525589,7683.992432,414.5823387,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4300,1093746,07 170001525191,2020,60 GLEN ABBEY CIR,60,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,15120,15120,0,37800,37800,0,100,R3,,0,0.1837,724,,,,,07 170001525191,8138.658691,424.8342909,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4301,1093747,07 170001525571,2020,65 GLEN ABBEY CIR,65,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,15040,15040,0,37600,37600,0,100,R3,,0,0.1803,724,,,,,07 170001525571,8010.256592,418.7345846,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4302,1093748,07 170001525209,2020,70 GLEN ABBEY CIR,70,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,15120,15120,0,37800,37800,0,100,R3,,0,0.1837,724,,,,,07 170001525209,8224.533691,426.2982605,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4303,1093749,07 170001525563,2020,75 GLEN ABBEY CIR,75,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,15080,15080,0,37700,37700,0,100,R3,,0,0.1806,724,,,,,07 170001525563,7961.540527,415.5283092,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4304,1093751,07 170001525225,2020,90 GLEN ABBEY CIR,90,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,15120,15120,0,37800,37800,0,100,R3,,0,0.1837,724,,,,,07 170001525225,8283.320068,426.0527166,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4305,1093752,07 170001525233,2020,100 GLEN ABBEY CIR,100,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,15120,15120,0,37800,37800,0,100,R3,,0,0.1837,724,,,,,07 170001525233,8135.213135,423.8215509,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4306,1093753,07 170001525241,2020,110 GLEN ABBEY CIR,110,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,15120,15120,0,37800,37800,0,100,R3,,0,0.1837,724,,,,,07 170001525241,8015.48291,422.4334179,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4307,1093754,07 170001525258,2020,120 GLEN ABBEY CIR,120,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,15120,15120,0,37800,37800,0,100,R3,,0,0.1837,724,,,,,07 170001525258,8215.537598,424.9266865,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4308,1093755,07 170001525266,2020,130 GLEN ABBEY CIR,130,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,15120,15120,0,37800,37800,0,100,R3,,0,0.1837,724,,,,,07 170001525266,8116.043457,422.0813206,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4309,1093757,07 170001525274,2020,140 GLEN ABBEY CIR,140,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,15120,15120,0,37800,37800,0,100,R3,,0,0.1837,724,,,,,07 170001525274,7669.15918,413.7263405,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4310,1093758,07 170001525282,2020,150 GLEN ABBEY CIR,150,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,3091 GOVERNORS LAKE DR STE 200,NORCROSS GA 30071,25,15120,15120,0,37800,37800,0,100,R3,,0,0.1839,724,,,,,07 170001525282,8023.420654,417.8465755,,,332,45,CENTURY COMMUNITIES OF GEORGIA LLC,3091 GOVERNORS LAKE DR STE 200,NORCROSS GA 30071
4311,1093759,07 170001525290,2020,160 GLEN ABBEY CIR,160,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,15160,15160,0,37900,37900,0,100,R3,,0,0.1864,724,,,,,07 170001525290,7863.104492,419.4975646,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4312,1093760,07 170001525308,2020,170 GLEN ABBEY CIR,170,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,15280,15280,0,38200,38200,0,100,R3,,0,0.1919,724,,,,,07 170001525308,8366.68042,432.8718119,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4313,1093761,07 170001525316,2020,180 GLEN ABBEY CIR,180,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,3091 GOVERNORS LAKE DR STE 200,NORCROSS GA 30071,25,15440,15440,0,38600,38600,0,100,R3,,0,0.2006,724,,,,,07 170001525316,8492.519043,445.8993504,,,332,45,CENTURY COMMUNITIES OF GEORGIA LLC,3091 GOVERNORS LAKE DR STE 200,NORCROSS GA 30071
4314,1093762,07 170001525555,2020,175 GLEN ABBEY CIR,175,,GLEN ABBEY,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,17640,17640,0,44100,44100,0,100,R3,,0,0.3179,724,,,,,07 170001525555,13432.28052,532.5079738,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4315,1093763,07 170001525548,2020,185 BIRDIE CIR,185,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,16200,16200,0,40500,40500,0,100,R3,,0,0.2056,724,,,,,07 170001525548,8784.572021,443.5322605,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4316,1093764,07 170001525530,2020,195 BIRDIE CIR,195,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,15800,15800,0,39500,39500,0,100,R3,,0,0.1863,724,,,,,07 170001525530,7934.49292,422.4754019,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4317,1093765,07 170001525324,2020,190 BIRDIE CIR,190,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,16960,16960,0,42400,42400,0,100,R3,,0,0.2443,724,,,,,07 170001525324,10404.92188,467.8840109,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4318,1093766,07 170001525522,2020,205 BIRDIE CIR,205,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,15760,15760,0,39400,39400,0,100,R3,,0,0.1839,724,,,,,07 170001525522,7749.558105,413.9191891,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4319,1093767,07 170001525514,2020,215 BIRDIE CIR,215,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,3091 GOVERNORS LAKE DR STE 200,NORCROSS GA 30071,25,16120,16120,0,40300,40300,0,100,R3,,0,0.2022,724,,,,,07 170001525514,8659.869873,428.5788054,,,332,45,CENTURY COMMUNITIES OF GEORGIA LLC,3091 GOVERNORS LAKE DR STE 200,NORCROSS GA 30071
4320,1093768,07 170001525332,2020,200 BIRDIE CIR,200,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,3091 GOVERNORS LAKE DR STE 200,NORCROSS GA 30071,25,15920,15920,0,39800,39800,0,100,R3,,0,0.1922,724,,,,,07 170001525332,8146.867676,423.4400821,,,332,45,CENTURY COMMUNITIES OF GEORGIA LLC,3091 GOVERNORS LAKE DR STE 200,NORCROSS GA 30071
4321,1093769,07 170001525506,2020,225 BIRDIE CIR,225,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,17560,17560,0,43900,43900,0,100,R3,,0,0.2745,724,,,,,07 170001525506,11707.6438,496.7518175,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4322,1093770,07 170001525340,2020,210 BIRDIE CIR,210,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,15600,15600,0,39000,39000,0,100,R3,,0,0.1745,724,,,,,07 170001525340,7574.353271,400.4347549,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4323,1093771,07 170001525498,2020,235 BIRDIE CIR,235,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,18320,18320,0,45800,45800,0,100,R3,,0,0.3146,724,,,,,07 170001525498,13393.77856,550.4968832,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4324,1093772,07 170001525357,2020,220 BIRDIE CIR,220,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,16200,16200,0,40500,40500,0,100,R3,,0,0.2056,724,,,,,07 170001525357,8811.955566,424.4911856,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4325,1093773,07 170001525480,2020,245 BIRDIE CIR,245,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,20640,20640,0,51600,51600,0,100,R3,,0,0.4771,724,,,,,07 170001525480,20393.96436,661.7080979,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4326,1093774,07 170001525365,2020,230 BIRDIE CIR,230,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,16480,16480,0,41200,41200,0,100,R3,,0,0.2559,724,,,,,07 170001525365,10912.36841,495.230428,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4327,1093776,07 170001525472,2020,255 BIRDIE CIR,255,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,19560,19560,0,48900,48900,0,100,R3,,0,0.3783,724,,,,,07 170001525472,15995.06445,633.0096609,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4328,1093778,07 170001525373,2020,240 BIRDIE CIR,240,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,3091 GOVERNORS LAKE DR STE 200,NORCROSS GA 30071,25,19840,19840,0,49600,49600,0,100,R3,,0,0.4354,724,,,,,07 170001525373,18908.18115,630.4273271,,,332,45,CENTURY COMMUNITIES OF GEORGIA LLC,3091 GOVERNORS LAKE DR STE 200,NORCROSS GA 30071
4329,1093779,07 170001525464,2020,265 BIRDIE CIR,265,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,19480,19480,0,48700,48700,0,100,R3,,0,0.3733,724,,,,,07 170001525464,15782.01831,607.4481873,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4330,1093780,07 170001525381,2020,250 BIRDIE CIR,250,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,18400,18400,0,46000,46000,0,100,R3,,0,0.3177,724,,,,,07 170001525381,13613.68872,551.2990817,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4331,1093781,07 170001525399,2020,260 BIRDIE CIR,260,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,3091 GOVERNORS LAKE DR STE 200,NORCROSS GA 30071,25,16720,16720,0,41800,41800,0,100,R3,,0,0.2318,724,,,,,07 170001525399,9755.365234,436.3799176,,,332,45,CENTURY COMMUNITIES OF GEORGIA LLC,3091 GOVERNORS LAKE DR STE 200,NORCROSS GA 30071
4332,1093782,07 170001525407,2020,270 BIRDIE CIR,270,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,3091 GOVERNORS LAKE DR STE 200,NORCROSS GA 30071,25,15600,15600,0,39000,39000,0,100,R3,,0,0.1758,724,,,,,07 170001525407,7536.797852,389.3824125,,,332,45,CENTURY COMMUNITIES OF GEORGIA LLC,3091 GOVERNORS LAKE DR STE 200,NORCROSS GA 30071
4333,1093783,07 170001525415,2020,280 BIRDIE CIR,280,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,15400,15400,0,38500,38500,0,100,R3,,0,0.1663,724,,,,,07 170001525415,7178.05835,388.388193,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4334,1093784,07 170001525456,2020,275 BIRDIE CIR,275,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,20400,20400,0,51000,51000,0,100,R3,,0,0.4197,724,,,,,07 170001525456,18033.79688,638.3611472,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4335,1093785,07 170001525423,2020,290 BIRDIE CIR,290,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,17200,17200,0,43000,43000,0,100,R3,,0,0.257,724,,,,,07 170001525423,10966.26074,465.0296362,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4336,1093786,07 170001525431,2020,295 BIRDIE CIR,295,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,3091 GOVERNORS LAKE DR STE 200,NORCROSS GA 30071,25,18880,18880,0,47200,47200,0,100,R3,,0,0.3427,724,,,,,07 170001525431,14855.78857,592.8355885,,,332,45,CENTURY COMMUNITIES OF GEORGIA LLC,3091 GOVERNORS LAKE DR STE 200,NORCROSS GA 30071
4337,1093787,07 170001525449,2020,285 BIRDIE CIR,285,,BIRDIE,CIR,,,,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346,25,21080,21080,0,52700,52700,0,100,R3,,0,0.4552,724,,,,,07 170001525449,19404.88525,672.6879799,,,332,38,CENTURY COMMUNITIES OF GEORGIA LLC,41 PERIMETER CENTER PKWY STE 400,ATLANTA GA 30346
4338,1171941,09F340001338081,2020,4975 RAPAHOE TRL,4975,,RAPAHOE,TRL,,,,D R HORTON WPH LLC,8800 ROSWELL RD BLDG/STE B100,SANDY SPRINGS GA 30350,50,17560,17560,0,43900,43900,0,100,R3,,1,0.096,9712,,2018-0003,311,,09F340001338081,4154.662109,294.560246,,,484,8,D R HORTON INC,8800 ROSWELL RD BLDG/STE B100,SANDY SPRINGS GA 30350
4339,1172295,09F340001337349,2020,4682 BROOKWOOD PL,4682,,BROOKWOOD,PL,,,,CERBERUS SFR HOLDINGS III L P,1850 PARKWAY PL SUITE 900,MARIETTA GA 30067,50,98360,17960,80400,245900,44900,201000,101,R3,,1,0.13,9712,,2018-0004,109,,09F340001337349,5741.765869,325.3176866,,,344,144,CERBERUS SFR HOLDINGS,1850 PARKWAY PL SUITE 900,MARIETTA GA 30067
4340,1199192,09F410001646351,2020,490 DUTCHVIEW DR,490,,DUTCHVIEW,DR,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,21160,21160,0,52900,52900,0,100,R3,,0,0.172,97344,,2018-0092,34,,09F410001646351,7592.025635,352.2944064,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
4341,1199194,09F410001646336,2020,510 DUTCHVIEW DR,510,,DUTCHVIEW,DR,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,21160,21160,0,52900,52900,0,100,R3,,0,0.172,97344,,2018-0092,32,,09F410001646336,7651.231689,353.4701603,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
4342,1199198,09F410001646302,2020,540 DUTCHVIEW DR,540,,DUTCHVIEW,DR,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,21200,21200,0,53000,53000,0,100,R3,,0,0.173,97344,,2018-0092,29,,09F410001646302,7658.84668,363.3674795,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
4343,1199199,09F410001646294,2020,550 DUTCHVIEW DR,550,,DUTCHVIEW,DR,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,21200,21200,0,53000,53000,0,100,R3,,0,0.174,97344,,2018-0092,28,,09F410001646294,7668.034668,348.9125186,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
4344,1199200,09F410001646021,2020,460 DUTCHVIEW DR,460,,DUTCHVIEW,DR,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,21760,21760,0,54400,54400,0,100,R3,,0,0.211,97344,,2018-0092,1,,09F410001646021,9401.880615,434.4544057,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
4345,1199204,09F410001646153,2020,485 DUTCHVIEW DR,485,,DUTCHVIEW,DR,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,21320,21320,0,53300,53300,0,100,R3,,0,0.181,97344,,2018-0092,14,,09F410001646153,7971.095459,367.6387371,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
4346,1199207,09F410001646278,2020,555 DUTCHVIEW DR,555,,DUTCHVIEW,DR,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,21360,21360,0,53400,53400,0,100,R3,,0,0.185,97344,,2018-0092,26,,09F410001646278,8167.356934,382.0484152,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
4347,1199214,09F410001646229,2020,225 TRACEWIND PL,225,,TRACEWIND,PL,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,22160,22160,0,55400,55400,0,100,R3,,0,0.236,97344,,2018-0092,21,,09F410001646229,10324.73877,422.8693339,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
4348,1199223,09F410001646203,2020,200 TRACEWIND PL,200,,TRACEWIND,PL,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,22440,22440,0,56100,56100,0,100,R3,,0,0.256,97344,,2018-0092,19,,09F410001646203,11315.88306,448.4398176,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
4349,1199274,09F410001646377,2020,205 DUTCHVIEW DR,205,,DUTCHVIEW,DR,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,199360,199360,0,498400,498400,0,100,R5,,0,13.526,97344,,2018-0092,OS,,09F410001646377,585169.9751,8009.202865,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
4350,1243001,17 0227  LL2404,2020,903 SAMPLES LN,903,,SAMPLES,LN,,,,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY SUITE 150,MARIETTA GA 30067,05V,21440,21440,0,53600,53600,0,100,R3,,0,0.14,17361,,2018-0324,515,,17 0227  LL2404,5798.17334,316.130696,,,338,180,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY SUITE 150,MARIETTA GA 30067
4351,1243002,17 0227  LL2396,2020,899 SAMPLES LN,899,,SAMPLES,LN,,,,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY SUITE 150,MARIETTA GA 30067,05V,22760,22760,0,56900,56900,0,100,R3,,0,0.17,17361,,2018-0324,514,,17 0227  LL2396,7134.581543,347.0873063,,,338,180,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY SUITE 150,MARIETTA GA 30067
4352,1243003,17 0227  LL2388,2020,895 SAMPLES LN,895,,SAMPLES,LN,,,,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY SUITE 150,MARIETTA GA 30067,05V,22770,22770,0,56925,56925,0,100,R3,,0,0.17,17361,,2018-0324,513,,17 0227  LL2388,7223.060547,350.6083111,,,338,180,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY SUITE 150,MARIETTA GA 30067
4353,1243006,17 0227  LL2362,2020,887 SAMPLES LN,887,,SAMPLES,LN,,,,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY SUITE 150,MARIETTA GA 30067,05V,21450,21450,0,53625,53625,0,100,R3,,0,0.14,17361,,2018-0324,511,,17 0227  LL2362,6056.872803,328.5938649,,,338,180,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY SUITE 150,MARIETTA GA 30067
4354,1243007,17 0227  LL2248,2020,888 SAMPLES LN,888,,SAMPLES,LN,,,,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY SUITE 150,MARIETTA GA 30067,05V,23220,23220,0,58050,58050,0,100,R3,,0,0.18,17361,,2018-0324,499,,17 0227  LL2248,8222.59668,397.1850147,,,338,180,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY SUITE 150,MARIETTA GA 30067
4355,1243008,17 0227  LL2230,2020,892 SAMPLES LN,892,,SAMPLES,LN,,,,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY SUITE 150,MARIETTA GA 30067-2429,05V,23220,23220,0,58050,58050,0,100,R3,,0,0.18,17361,,2018-0324,498,,17 0227  LL2230,8098.655273,393.7600644,,,338,180,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY SUITE 150,MARIETTA GA 30067-2429
4356,1243009,17 0227  LL2222,2020,896 SAMPLES LN,896,,SAMPLES,LN,,,,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY SUITE 150,MARIETTA GA 30067,05V,22320,22320,0,55800,55800,0,100,R3,,0,0.16,17361,,2018-0324,497,,17 0227  LL2222,6957.115234,376.7662773,,,338,180,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY SUITE 150,MARIETTA GA 30067
