formatted_address,index,lat,long,accuracy
"Zhenba, Hanzhong, Shaanxi, China",1232,32.536704,107.895035,political
"Liuba, Hanzhong, Shaanxi, China",1233,33.617571,106.920808,political
"Foping, Hanzhong, Shaanxi, China",1234,33.524359,107.990538,political
"Yuyang, Yulin, Shaanxi, China",1235,38.277028,109.720309,political
"Hengshan, Yulin, Shaanxi, China",1236,37.962208,109.294346,political
"Shenmu, Yulin, Shaanxi, China",1237,38.842497,110.498867,political
"Fugu, Yulin, Shaanxi, China",1238,39.028116,111.067276,political
"Jingbian, Yulin, Shaanxi, China",1239,37.599438,108.793988,political
"Dingbian, Yulin, Shaanxi, China",1240,37.594612,107.601267,political
"Suide, Yulin, Shaanxi, China",1241,37.50294,110.263362,political
"Mizhi, Yulin, Shaanxi, China",1242,37.755416,110.183754,political
"Jiaxian, Yulin, Shaanxi, China",1243,38.01951,110.491345,political
"Wubu, Yulin, Shaanxi, China",1244,37.452068,110.739673,political
"Qingjian, Yulin, Shaanxi, China",1245,37.088878,110.121209,political
"Zizhou, Yulin, Shaanxi, China",1246,37.610683,110.03525,political
"Hanbin, Ankang, Shaanxi, China",1247,32.695172,109.026836,political
"Hanyin, Ankang, Shaanxi, China",1248,32.893025,108.508745,political
"Shiquan, Ankang, Shaanxi, China",1249,33.038408,108.247886,political
"Ningshan, Ankang, Shaanxi, China",1250,33.310527,108.314283,political
"Ziyang, Ankang, Shaanxi, China",1251,32.520245,108.534228,political
"Langao, Ankang, Shaanxi, China",1252,32.307001,108.902049,political
"Pingli, Ankang, Shaanxi, China",1253,32.388854,109.361864,political
"Zhenping, Ankang, Shaanxi, China",1254,31.883672,109.526873,political
"Xunyang, Ankang, Shaanxi, China",1255,32.834086,109.365265,political
"Baihe, Ankang, Shaanxi, China",1256,32.809026,110.112629,political
"Shangzhou, Shangluo, Shaanxi, China",1257,33.862703,109.941241,political
"Luonan, Shangluo, Shaanxi, China",1258,34.090837,110.148508,political
"Danfeng, Shangluo, Shaanxi, China",1259,33.695783,110.327331,political
"Shangnan, Shangluo, Shaanxi, China",1260,33.530995,110.881807,political
"Shanyang, Shangluo, Shaanxi, China",1261,33.532172,109.882289,political
"Zhen'an, Shangluo, Shaanxi, China",1262,33.423357,109.152893,political
"Zhashui, Shangluo, Shaanxi, China",1263,33.68611,109.114206,political
"Chengguan, Lanzhou, Gansu, China",1264,36.057464,103.825308,political
"Qilihe, Lanzhou, Gansu, China",1265,36.066146,103.785949,political
"Xigu, Lanzhou, Gansu, China",1266,36.088553,103.627951,political
"Anning, Lanzhou, Gansu, China",1267,36.104579,103.719054,political
"Honggu, Lanzhou, Gansu, China",1268,36.345669,102.859323,political
"Yongdeng, Lanzhou, Gansu, China",1269,36.736513,103.26038,political
"Gaolan, Lanzhou, Gansu, China",1270,36.332663,103.947377,political
"Yuzhong, Lanzhou, Gansu, China",1271,35.843056,104.112527,political
"Jiayuguan, Gansu, China",1272,39.772554,98.289419,locality
"Jinchuan, Jinchang, Gansu, China",1273,38.521085,102.194089,political
"Yongchang, Jinchang, Gansu, China",1274,38.243169,101.984648,political
"Baiyin, Gansu, China",1275,36.535397,104.148556,political
"Pingchuan, Baiyin, Gansu, China",1276,36.728304,104.825208,political
"Jingyuan, Baiyin, Gansu, China",1277,36.571365,104.676774,political
"Huining, Baiyin, Gansu, China",1278,35.692823,105.053358,political
"Jingtai, Baiyin, Gansu, China",1279,37.183804,104.063091,political
"Qinzhou, Tianshui, Gansu, China",1280,34.580888,105.724215,political
"Maiji, Tianshui, Gansu, China",1281,34.570384,105.889556,political
"Qingshui, Tianshui, Gansu, China",1282,34.749864,106.137293,political
"Qin'an, Tianshui, Gansu, China",1283,34.858916,105.674982,political
"Gangu, Tianshui, Gansu, China",1284,34.732099,105.335897,political
"Wushan, Tianshui, Gansu, China",1285,34.72139,104.890587,political
"Zhangjiachuan, Tianshui, Gansu, China",1286,34.988037,106.204517,political
"Liangzhou, Wuwei, Gansu, China",1287,37.928224,102.642184,political
"Minqin, Wuwei, Gansu, China",1288,38.62435,103.093791,political
"Gulang, Wuwei, Gansu, China",1289,37.47012,102.897533,political
"Tianzhu, Wuwei, Gansu, China",1290,36.97174,103.141757,political
"Ganzhou, Zhangye, Gansu, China",1291,38.929763,100.478058,political
"Sunan, Zhangye, Gansu, China",1292,38.836931,99.615601,political
"Minle, Zhangye, Gansu, China",1293,38.430793,100.812859,political
"Linze, Zhangye, Gansu, China",1294,39.152642,100.164444,political
"Gaotai, Zhangye, Gansu, China",1295,39.377733,99.819316,political
"Shandan, Zhangye, Gansu, China",1296,38.784758,101.088574,political
"Kongtong, Pingliang, Gansu, China",1297,35.542491,106.674767,political
"Jingchuan, Pingliang, Gansu, China",1298,35.332666,107.36785,political
"Lingtai, Pingliang, Gansu, China",1299,35.065398,107.621123,political
"Chongxin, Pingliang, Gansu, China",1300,35.302123,107.035409,political
"Huating, Pingliang, Gansu, China",1301,35.218292,106.653158,political
"Zhuanglang, Pingliang, Gansu, China",1302,35.202385,106.036686,political
"Jingning, Pingliang, Gansu, China",1303,35.521976,105.732556,political
"Suzhou, Jiuquan, Gansu, China",1304,39.745069,98.507848,political
"Jinta, Jiuquan, Gansu, China",1305,39.983599,98.90327,political
"Guazhou, Jiuquan, Gansu, China",1306,40.520545,95.782306,political
"Subei, Jiuquan, Gansu, China",1307,39.51245,94.876579,political
"Aksai, Jiuquan, Gansu, China",1308,39.633943,94.340204,political
"Yumen, Jiuquan, Gansu, China",1309,40.291843,97.045678,political
"Dunhuang, Jiuquan, Gansu, China",1310,40.142128,94.661966,political
"Xifeng, Qingyang, Gansu, China",1311,35.730652,107.651077,political
"Qingcheng, Qingyang, Gansu, China",1312,36.016299,107.881802,political
"Huanxian, Qingyang, Gansu, China",1313,36.568435,107.308501,political
"Huachi, Qingyang, Gansu, China",1314,36.461355,107.990035,political
"Heshui, Qingyang, Gansu, China",1315,35.819227,108.019549,political
"Zhengning, Qingyang, Gansu, China",1316,35.491801,108.359869,political
"Ningxian, Qingyang, Gansu, China",1317,35.502177,107.928369,political
"Zhenyuan, Qingyang, Gansu, China",1318,35.677462,107.200832,political
"Anding, Dingxi, Gansu, China",1319,35.580629,104.610668,political
"Tongwei, Dingxi, Gansu, China",1320,35.210831,105.24206,political
"Longxi, Dingxi, Gansu, China",1321,35.00394,104.634983,political
"Weiyuan, Dingxi, Gansu, China",1322,35.136755,104.215467,political
"Lintao, Dingxi, Gansu, China",1323,35.394988,103.859565,political
"Zhangxian, Dingxi, Gansu, China",1324,34.848444,104.471572,political
"Minxian, Dingxi, Gansu, China",1325,34.438075,104.03688,political
"Wudu, Longnan, Gansu, China",1326,33.392211,104.926337,political
"Chengxian, Longnan, Gansu, China",1327,33.750477,105.742203,political
"Wenxian, Longnan, Gansu, China",1328,32.943815,104.683433,political
"Tanchang, Longnan, Gansu, China",1329,34.04726,104.393385,political
"Kangxian, Longnan, Gansu, China",1330,33.329136,105.609169,political
"Xihe, Longnan, Gansu, China",1331,34.014215,105.298756,political
"Lixian, Longnan, Gansu, China",1332,34.189345,105.17864,political
"Huixian, Longnan, Gansu, China",1333,33.768826,106.08778,political
"Liangdang, Longnan, Gansu, China",1334,33.908917,106.304966,political
"Linxia, Gansu, China",1335,35.601182,103.210538,locality
"Linxia, Gansu, China",1336,35.49236,102.993872,political
"Kangle, Linxia, Gansu, China",1337,35.370505,103.708354,political
"Yongjing, Linxia, Gansu, China",1338,35.958306,103.285853,political
"Guanghe, Linxia, Gansu, China",1339,35.488051,103.575834,political
"Hezheng, Linxia, Gansu, China",1340,35.424603,103.350997,political
"Dongxiang, Linxia, Gansu, China",1341,35.663752,103.389346,political
"Jishishan, Linxia, Gansu, China",1342,35.71766,102.875843,political
"Hezuo, Gannan, Gansu, China",1343,35.000262,102.910493,political
"Lintan, Gannan, Gansu, China",1344,34.692747,103.353919,political
"Jone, Gannan, Gansu, China",1345,34.589588,103.507109,political
"Zhugqu, Gannan, Gansu, China",1346,33.785259,104.371586,political
"Tewo, Gannan, Gansu, China",1347,34.055938,103.221869,political
"Maqu, Gannan, Gansu, China",1348,33.997712,102.072698,political
"Luqu, Gannan, Gansu, China",1349,34.590944,102.487327,political
"Xiahe, Gannan, Gansu, China",1350,35.202503,102.521807,political
"Chengdong, Xining, Qinghai, China",1351,36.599744,101.803717,political
"Chengzhong, Xining, Qinghai, China",1352,36.62118,101.784554,political
"Chengxi, Xining, Qinghai, China",1353,36.628305,101.765843,political
"Chengbei, Xining, Qinghai, China",1354,36.650038,101.766228,political
"Datong, Xining, Qinghai, China",1355,36.926954,101.685643,political
"Huangzhong, Xining, Qinghai, China",1356,36.500879,101.571667,political
"Huangyuan, Xining, Qinghai, China",1357,36.682426,101.256464,political
"Ledu, Haidong, Qinghai, China",1358,36.482058,102.401724,political
"Ping'an, Haidong, Qinghai, China",1359,36.500563,102.108834,political
"Minhe, Haidong, Qinghai, China",1360,36.320321,102.830892,political
"Huzhu, Haidong, Qinghai, China",1361,36.844249,101.959271,political
"Hualong, Haidong, Qinghai, China",1362,36.094908,102.264143,political
"Xunhua, Haidong, Qinghai, China",1363,35.851152,102.489135,political
"Menyuan, Haibei, Qinghai, China",1364,37.376449,101.622364,political
"Qilian, Haibei, Qinghai, China",1365,38.177112,100.253211,political
"Haiyan, Haibei, Qinghai, China",1366,36.896467,100.99443,political
"Gangca, Haibei, Qinghai, China",1367,37.32547,100.145833,political
"Tongren, Huangnan, Qinghai, China",1368,35.516063,102.018323,political
"Jainca, Huangnan, Qinghai, China",1369,35.938299,102.031182,political
"Zekog, Huangnan, Qinghai, China",1370,35.035313,101.466689,political
"Henan, Huangnan, Qinghai, China",1371,34.734772,101.616307,political
"Gonghe, Hainan, Qinghai, China",1372,36.284107,100.620031,political
"Tongde, Hainan, Qinghai, China",1373,35.25479,100.578051,political
"Guide, Hainan, Qinghai, China",1374,36.040149,101.433298,political
"Xinghai, Hainan, Qinghai, China",1375,35.588612,99.987965,political
"Guinan, Hainan, Qinghai, China",1376,35.586714,100.747503,political
"Maqen, Golog, Qinghai, China",1377,34.477433,100.238888,political
"Baima, Golog, Qinghai, China",1378,32.932723,100.737138,political
"Gade, Golog, Qinghai, China",1379,33.969218,99.900904,political
"Darlag, Golog, Qinghai, China",1380,33.74892,99.651392,political
"Jiuzhi, Golog, Qinghai, China",1381,33.429471,101.482831,political
"Madoi, Golog, Qinghai, China",1382,34.915946,98.209206,political
"Yushu, Qinghai, China",1383,32.993106,97.008784,political
"Zadoi, Yushu, Qinghai, China",1384,32.893185,95.300723,political
"Chindu, Yushu, Qinghai, China",1385,33.369218,97.110831,political
"Zhidoi, Yushu, Qinghai, China",1386,33.852751,95.61308,political
"Nangqen, Yushu, Qinghai, China",1387,32.203246,96.480649,political
"Qumarleb, Yushu, Qinghai, China",1388,34.126428,95.797367,political
"Golmud, Haixi, Qinghai, China",1389,36.406404,94.928484,political
"Delhi, Haixi, Qinghai, China",1390,37.369435,97.360984,political
"Ulan, Haixi, Qinghai, China",1391,36.929749,98.480195,political
"Dulan, Haixi, Qinghai, China",1392,36.302496,98.095844,political
"Tianjun, Haixi, Qinghai, China",1393,37.300851,99.022984,political
"Xingqing, Yinchuan, Ningxia, China",1394,38.473609,106.28865,political
"Xixia, Yinchuan, Ningxia, China",1395,38.496118,106.156475,political
"Jinfeng, Yinchuan, Ningxia, China",1396,38.47436,106.239679,political
"Yongning, Yinchuan, Ningxia, China",1397,38.277373,106.253145,political
"Helan, Yinchuan, Ningxia, China",1398,38.554599,106.349861,political
"Lingwu, Yinchuan, Ningxia, China",1399,38.102655,106.340053,political
"Dawukou, Shizuishan, Ningxia, China",1400,39.019059,106.367861,political
"Huinong, Shizuishan, Ningxia, China",1401,39.239302,106.781176,political
"Pingluo, Shizuishan, Ningxia, China",1402,38.913544,106.523474,political
"Litong, Wuzhong, Ningxia, China",1403,37.983456,106.212514,political
"Hongsibu, Wuzhong, Ningxia, China",1404,37.425702,106.062113,political
"Yanchi, Wuzhong, Ningxia, China",1405,37.783205,107.407358,political
"Tongxin, Wuzhong, Ningxia, China",1406,36.980575,105.914457,political
"Qingtongxia, Wuzhong, Ningxia, China",1407,38.021302,106.078817,political
"Yuanzhou, Guyuan, Ningxia, China",1408,36.003739,106.287781,political
"Xiji, Guyuan, Ningxia, China",1409,35.963912,105.729085,political
"Longde, Guyuan, Ningxia, China",1410,35.625914,106.111595,political
"Jingyuan, Guyuan, Ningxia, China",1411,35.498159,106.330646,political
"Pengyang, Guyuan, Ningxia, China",1412,35.849565,106.638339,political
"Shapotou, Zhongwei, Ningxia, China",1413,37.514564,105.190536,political
"Zhongning, Zhongwei, Ningxia, China",1414,37.491505,105.685285,political
"Haiyuan, Zhongwei, Ningxia, China",1415,36.565033,105.643487,political
"Tianshan, Urumqi, Xinjiang, China",1416,43.794399,87.631676,political
"Shayibak, Urumqi, Xinjiang, China",1417,43.800939,87.598195,political
"Xinshi, Urumqi, Xinjiang, China",1418,43.843752,87.573916,political
"Shuimogou, Urumqi, Xinjiang, China",1419,43.832458,87.642481,political
"Toutunhe, Urumqi, Xinjiang, China",1420,43.877664,87.428141,political
"Dabancheng, Urumqi, Xinjiang, China",1421,43.363668,88.311099,political
"Midong, Urumqi, Xinjiang, China",1422,43.973579,87.655755,political
"Urumqi, Xinjiang, China",1423,43.47136,87.409417,political
"Dushanzi, Karamay, Xinjiang, China",1424,44.328095,84.886974,political
"Karamay, Xinjiang, China",1425,45.602525,84.867844,political
"Baijiantan, Karamay, Xinjiang, China",1426,45.687854,85.131696,political
"Urho, Karamay, Xinjiang, China",1427,46.089148,85.693742,political
"Gaochang, Turpan, Xinjiang, China",1428,42.942327,89.185877,political
"Shanshan, Turpan, Xinjiang, China",1429,42.868744,90.21333,political
"Toksun, Turpan, Xinjiang, China",1430,42.792518,88.653778,political
"Kumul, Xinjiang, China",1431,42.827255,93.514797,political
"Barkol, Kumul, Xinjiang, China",1432,43.598763,93.016624,political
"Yiwu, Kumul, Xinjiang, China",1433,43.254978,94.697074,political
"Changji, Xinjiang, China",1434,44.013183,87.304112,political
"Fukang, Changji, Xinjiang, China",1435,44.157025,87.987291,political
"Hutubi, Changji, Xinjiang, China",1436,44.191428,86.898901,political
"Manas, Changji, Xinjiang, China",1437,44.303892,86.213997,political
"Qitai, Changji, Xinjiang, China",1438,44.022066,89.593967,political
"Jimsar, Changji, Xinjiang, China",1439,44.000497,89.180437,political
"Mori, Changji, Xinjiang, China",1440,43.834689,90.286028,political
"Bole, Bortala, Xinjiang, China",1441,44.853869,82.051004,political
"Alataw Shankou, Bortala, Xinjiang, China",1442,45.172227,82.559396,political
"Jinghe, Bortala, Xinjiang, China",1443,44.600408,82.894195,political
"Wenquan, Bortala, Xinjiang, China",1444,44.968856,81.024816,political
"Korla, Bayingol, Xinjiang, China",1445,41.725891,86.174633,political
"Luntai, Bayingol, Xinjiang, China",1446,41.777702,84.252156,political
"Yuli, Bayingol, Xinjiang, China",1447,41.343933,86.261321,political
"Ruoqiang, Bayingol, Xinjiang, China",1448,39.023241,88.167152,political
"Qarqan, Bayingol, Xinjiang, China",1449,38.145485,85.529702,political
"Yanqi, Bayingol, Xinjiang, China",1450,42.059759,86.574067,political
"Hejing, Bayingol, Xinjiang, China",1451,42.323625,86.384065,political
"Hoxud, Bayingol, Xinjiang, China",1452,42.268371,86.863963,political
"Bohu, Bayingol, Xinjiang, China",1453,41.980152,86.631997,political
"Aksu, Xinjiang, China",1454,41.167548,80.263387,locality
"Wensu, Aksu, Xinjiang, China",1455,41.276688,80.238959,political
"Kuqa, Aksu, Xinjiang, China",1456,41.717906,82.962016,political
"Xayar, Aksu, Xinjiang, China",1457,41.221666,82.781818,political
"Xinhe, Aksu, Xinjiang, China",1458,41.551206,82.618736,political
"Baicheng, Aksu, Xinjiang, China",1459,41.79691,81.874156,political
"Uqturpan, Aksu, Xinjiang, China",1460,41.222319,79.224616,political
"Awat, Aksu, Xinjiang, China",1461,40.643647,80.375053,political
"Kalpin, Aksu, Xinjiang, China",1462,40.508339,79.047291,political
"Artux, Kizilsu, Xinjiang, China",1463,39.71616,76.1684,political
"Akto, Kizilsu, Xinjiang, China",1464,39.147785,75.947396,political
"Akqi, Kizilsu, Xinjiang, China",1465,40.936936,78.446253,political
"Ulugqat, Kizilsu, Xinjiang, China",1466,39.71931,75.259227,political
"Kaxgar, Kashgar, Xinjiang, China",1467,39.467685,75.99379,political
"Shufu, Kashgar, Xinjiang, China",1468,39.375043,75.862813,political
"Shule, Kashgar, Xinjiang, China",1469,39.401385,76.048139,political
"Yengisar, Kashgar, Xinjiang, China",1470,38.930381,76.175729,political
"Poskam, Kashgar, Xinjiang, China",1471,38.191677,77.270828,political
"Yarkant, Kashgar, Xinjiang, China",1472,38.414217,77.245761,political
"Kargilik, Kashgar, Xinjiang, China",1473,37.882989,77.413835,political
"Makit, Kashgar, Xinjiang, China",1474,38.904957,77.652687,political
"Yopurga, Kashgar, Xinjiang, China",1475,39.2242,76.773163,political
"Payzawat, Kashgar, Xinjiang, China",1476,39.488181,76.723719,political
"Maralbishi, Kashgar, Xinjiang, China",1477,39.785155,78.549296,political
"Tashkurgan, Kashgar, Xinjiang, China",1478,37.772094,75.229889,political
"Hotan, Xinjiang, China",1479,37.114157,79.922211,locality
"Hotan, Xinjiang, China",1480,37.120031,79.81907,political
"Karakax, Hotan, Xinjiang, China",1481,37.277294,79.728812,political
"Pishan, Hotan, Xinjiang, China",1482,37.62145,78.283669,political
"Lop, Hotan, Xinjiang, China",1483,37.073667,80.188986,political
"Qira, Hotan, Xinjiang, China",1484,36.998335,80.806159,political
"Keriya, Hotan, Xinjiang, China",1485,36.85708,81.677418,political
"Niya, Hotan, Xinjiang, China",1486,37.06408,82.695861,political
"Gulja, Ili, Xinjiang, China",1487,43.977138,81.527453,political
"Kuytun, Ili, Xinjiang, China",1488,44.426529,84.903267,political
"Khorgas, Ili, Xinjiang, China",1489,44.213941,80.411271,political
"Gulja, Ili, Xinjiang, China",1490,43.977138,81.527453,political
"Qapqal, Ili, Xinjiang, China",1491,43.840726,81.151337,political
"Huocheng, Ili, Xinjiang, China",1492,44.053592,80.874181,political
"Tokkuztara, Ili, Xinjiang, China",1493,43.482628,82.231718,political
"Xinyuan, Ili, Xinjiang, China",1494,43.42993,83.26077,political
"Zhaosu, Ili, Xinjiang, China",1495,43.157293,81.130974,political
"Tekes, Ili, Xinjiang, China",1496,43.217183,81.836206,political
"Nilka, Ili, Xinjiang, China",1497,43.800247,82.511809,political
"Tacheng, Qoqek, Xinjiang, China",1498,46.748522,82.978928,political
"Usu, Qoqek, Xinjiang, China",1499,44.435508,84.678548,political
"Emin, Qoqek, Xinjiang, China",1500,46.524673,83.628303,political
"Shawan, Qoqek, Xinjiang, China",1501,44.326388,85.619416,political
"Toli, Qoqek, Xinjiang, China",1502,45.947638,83.60695,political
"Yumin, Qoqek, Xinjiang, China",1503,46.201104,82.982667,political
"Hoboksar, Qoqek, Xinjiang, China",1504,46.793235,85.728328,political
"Altay, Xinjiang, China",1505,47.827308,88.131842,political
"Burqin, Altay, Xinjiang, China",1506,47.702163,86.874923,political
"Fuyun, Altay, Xinjiang, China",1507,46.994115,89.525504,political
"Fuhai, Altay, Xinjiang, China",1508,47.111918,87.486703,political
"Kaba, Altay, Xinjiang, China",1509,48.060846,86.418621,political
"Qinggil, Altay, Xinjiang, China",1510,46.674205,90.382961,political
"Jeminay, Altay, Xinjiang, China",1511,47.443101,85.874096,political
"Shihezi, Xinjiang, China",1512,44.306097,86.080602,political
"Aral, Xinjiang, China",1513,40.547653,81.280527,political
"Tumxuk, Xinjiang, China",1514,39.864867,79.069332,political
"Wujiaqu, Xinjiang, China",1515,44.166756,87.54324,political
"Tiemenguan, Xinjiang, China",1516,41.82725,85.501217,political
